,tweet,category,class
14734, You officially brought flopping to football congrats on being a pussy ,offensive_lang,1
14735, Plz don't tell nobody bitch I know you got a man lol I ain't gon tell nobody ,offensive_lang,1
14736, This bitch ain't got a bit of sense lmaoo ,offensive_lang,1
14737, My roommate is having sex and I'm eating Oreos It's gonna be a great year Kutztown University,neither,2
14738, All hoes lie ,offensive_lang,1
14739, If you don't make her go to sleep after y'all fucked then your pipe game trash,offensive_lang,1
14740, Time for the comeback pussies kisstherings,offensive_lang,1
14741, You gotta know the difference between a good girl and good pussy,offensive_lang,1
14742, If he don't believe you no refunds hoe ,offensive_lang,1
14743, Liquor before beer you're in the clear beer before liquor you'll be fine don't be a bitch,offensive_lang,1
14744, Niggas really be proud of having hoes But how many of y'all gonna bring them dirty bitches home to your ,offensive_lang,1
14745, Fingering N eating the pussy at the same time is good ,offensive_lang,1
14746, rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe ,offensive_lang,1
14747, All the niggas in the world why tf Do bitches mess with their friends nigga ,offensive_lang,1
14748, New Avi Me my two yellow bitches ',offensive_lang,1
14749, bitch where tf you think you going ,offensive_lang,1
14750, yeaaaaahhhh like relationship wise So I was like oh no not my Reedzy Thuggin bitch suppose to thug it out ,offensive_lang,1
14751, ISIS Supporters in America The Jihadis Next Door ,neither,2
14752, Finally Mellie got some back bone I might like her this season 1976 pussy Scandal,offensive_lang,1
14753, I went to college Every college got a bird class where u can get ya friend to sign u in get an A out the class Rashad ,neither,2
14754, If Kanye took Kim to McDonald s then ya hoes don t deserve 200 Dates ,offensive_lang,1
14755, When you make a joke and someone you hate laughs and you're thinking No bitch you aren't allowed to laugh ,offensive_lang,1
14756, When a hoe says hi to bae ,offensive_lang,1
14757, don t send me snapchats from something i wasn t invited to you rude ass bitch,offensive_lang,1
14758, hiding your favorite snacks from your family bc you're a selfish bitch,offensive_lang,1
14759, mom why can't u just accept me for the bad bitch i am,offensive_lang,1
14760, Lowkey called that faggot a faggot ,hate_speech,0
14761, Rihanna really is trash,neither,2
14762, When someone tweets these hoes aint loyal but they laid up at the crib looking like ,offensive_lang,1
14763, So ike just had to punch a nigga for harassing a young lady on Ga ave and Florida Ave in nw dc youoksis,offensive_lang,1
14764, Let the Dem concern trolling commence in earnest Wagons ho ,neither,2
14765, Must Watch Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' ,neither,2
14766, Stop fuckin with a take me out somewhere type of bitch Get you a baby I cooked for you type of chick ,offensive_lang,1
14767, I hate when niggas be slobin all on the blunt like they eatin pussy have the nerve to try pass it I'm good nigga I' ,offensive_lang,1
14768, I'm about to go on be the devil catfish some hoes ,offensive_lang,1
14769, It's 2014 you niggas still runnin round sayin Yall don't eat pussy Y'all must be suckin dick ,hate_speech,0
14770, When the side bitch try to approach you in public ,offensive_lang,1
14771, I'm Tryna be like steez bro got dem hoes rir,offensive_lang,1
14772, Found some more of my original yellow bracelets and the first person I thought of was,neither,2
14773, When you find out your bae is a hoe ,offensive_lang,1
14774, Hoes b soo lost dey forget dey hoes ,offensive_lang,1
14775, This bitch possessed by the thot demon ,offensive_lang,1
14776, I just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p ,offensive_lang,1
14777, i love girls who aren't afraid to encourage or compliment the next chick bitches hate so much now that's it's refreshin ,offensive_lang,1
14778, Parque de atracciones abandonado en Japón ,neither,2
14779, this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto Stereotypi ,hate_speech,0
14780, me waiting on you to take me to NY with you to get my nips pierced ,neither,2
14781, bitch you love every team but the US lol RT This is the game I've been waiting for I sincerely LOVE both of these ,offensive_lang,1
14782, Btw Hillary is a huge supporter of the law they now admit to lying to all you stupid rubes about She needs to be aske ,offensive_lang,1
14783, what are you twelve yeah on a scale of one to ten bitch ,offensive_lang,1
14784, Cruising down the street in my 64 jockin the bitches slappin the hoes,offensive_lang,1
14785, When you eat the pussy so good she can't control her moans ,offensive_lang,1
14786, A girl KNOWS when a bitch likes her boyfriend ,offensive_lang,1
14787, Eat her pussy and look at her like ,offensive_lang,1
14788, Sex on 1st date dont mean you a hoe waiting 90 days wont make you a wife cute pics dont mean y'all happy having a title ,offensive_lang,1
14789, Sucking dick eating pussy is apart of sex If you think it's nasty then maybe your ass is too YOUNG to be fucking in the ,offensive_lang,1
14790, hmu when you stop bein a lil bitch,offensive_lang,1
14791, hoes these days be like ,offensive_lang,1
14792, if you don't eat pussy you're childish and immature ,offensive_lang,1
14793, she killed that bitch ,offensive_lang,1
14794, No girl sucks dick but somehow all dudes get head Dudes only fuck bad bitches yet all these ugly girls getting pregnant ,offensive_lang,1
14795, Uhh bitch don't tell him Bless you when he sneeze He got all the blessings he need with ME ,offensive_lang,1
14796, Having a friend that's a hoe but boring is probably depressing ,offensive_lang,1
14797, Wait what 65 a random number for some pussy ,offensive_lang,1
14798, Bend over And pick up that trash ,neither,2
14799, But bitches do that too ,offensive_lang,1
14800, I'm getting tired of these same ol no hope broke bitches No job all they wanna do is twerk and smoke Swishers,offensive_lang,1
14801, When said Fast bitch I call her Bizzy busy cause she only bone thugs ,offensive_lang,1
14802, Takes a ho bath He's terrified of water How TF does he wash himself everyday lol ,offensive_lang,1
14803, Your pussy so bomb I call it dynamite,offensive_lang,1
14804, Right you are Have you heard of the 'dodo' bird He's the one with Obama on his ass ,offensive_lang,1
14805, I take a bitch to Houston's she better not speak to another nigga while the meal still in her digestive system,offensive_lang,1
14806, Hate basic bitches ,offensive_lang,1
14807, Is that Kawhi Leonard Smh Wow u really gonna leak ou Nvm Ion need I fuc nig http ,hate_speech,0
14808, Hoes is Hoes niggas be mad cuhz they be tryna cuff the hoes cuh,offensive_lang,1
14809, I got NO love for bitches or bitch niggas cuh,offensive_lang,1
14810, When a bitch say I love you hit her wit the reverse psychology say do you It work 70 of the time cuh the other 30 g ,offensive_lang,1
14811, bitches brag about goin to the gym and still be shaped like a patron bottle cuh,offensive_lang,1
14812, bitches is twerkin on camera while they kid watchin sponge bob cuh,offensive_lang,1
14813, bitches name they make up off of instagram filters cuh this bitch was lookin like Rise the other day,offensive_lang,1
14814, bitches who smoke cigs are disgusting cuh,offensive_lang,1
14815, fat bitches dont like liftin up they arms in the summer all that dampness cuh,offensive_lang,1
14816, idk why skinny bitches think they got ass cuh,offensive_lang,1
14817, if a bitch let me hit ill leave her CRIPpled cuh,offensive_lang,1
14818, if a bitch tell you she got cheated on more than 3times its somethin wrong with that hoe cuh,offensive_lang,1
14819, if the pussy not fartin u not fuccin right cuh,offensive_lang,1
14820, its some sexy ugly bitches in the world cuh that ill fucc,offensive_lang,1
14821, these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh,offensive_lang,1
14822, white hoes still wear UGG's in hot ass weather cuh,offensive_lang,1
14823, LOL you for being a dumb bitch ,offensive_lang,1
14824, Being so wrapped up in love that you stop doing well for YOU is what middle schoolers do dumb bitch I want just want mo ,offensive_lang,1
14825, All that high fashion leather gear u wearin to impress a bitch I got at her wit a dickie shirt and some Adidas slides ,offensive_lang,1
14826, And if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly ,offensive_lang,1
14827, Don't Neva check a real nigga Check a hoe,offensive_lang,1
14828, Fuckin hoe ass Click it or ticket 25 dollars n shit,offensive_lang,1
14829, I never bought a bitch ,offensive_lang,1
14830, I will not buy your bitch no red bottoms So don't even worry bout that cuzzo ,offensive_lang,1
14831, Some bitches think a trucker hat automatically makes them a model ,offensive_lang,1
14832, She play Quarterback and got a cheerleader girlfriend YUPP this hoe more of a man than I'll ever be ,offensive_lang,1
14833, Teachers always assign homework like we don't have no life bitch I gotta go home and tweet ,offensive_lang,1
14834, Teachers always think they slick bitches be subtweeting you in class and shit ,offensive_lang,1
14835, This bitch arguing with my dad ,offensive_lang,1
14836, I can't wait to wear warm fuzzy sweaters ,neither,2
14837, baby monkey in the snow im crying ,neither,2
14838, is dis wrong If you fuck wit a lame nigga you a lame bitch ,hate_speech,0
14839, If Byron Leftwich fucks as hard as he throws then he kills bitches,offensive_lang,1
14840, love you too my nig squad,neither,2
14841, Hey Liberals meet future majority leader of the US Senate Enjoy Payback is a bitch p2 stoprush waar http ,offensive_lang,1
14842, To the retards chanting USA at the FC Dallas game Kansas is in the USA ,offensive_lang,1
14843, I'm finally ready to mass market my skidmark resistant tighty whities but apparently Uncrustables is already taken Fu ,neither,2
14844," Bitches be having
No job
No future
No education have the nerve to say all these niggas want is pussy Bitch cause that ",offensive_lang,1
14845, Stfu faggot a clip is 4 holy fucking tittyy shit,hate_speech,0
14846, How yall hoes do instagram rates ,offensive_lang,1
14847, hoes have no life,offensive_lang,1
14848, girls with six packs are scary just have a flat stomach that's hot enough ripped bitches are scary looking ,offensive_lang,1
14849, Cry some more That's a legal tackle faggot Seriously ,offensive_lang,1
14850, Shave pussy deserve nothing but fie head and good dick twitterafterdark ,offensive_lang,1
14851, My Face when bitches expect me to care ,offensive_lang,1
14852, It's about that time of the year when all the Lightskin hoes who swore they was brown cuz of they summer tan come back ,offensive_lang,1
14853, The paranoid fear of sharia on the right boils down to Christian fundamentalists should be the sole oppressors and persecu ,neither,2
14854, AHAAAA DUH These hoes are for everyone ,offensive_lang,1
14855, U gotta be retarded to skip class in college,offensive_lang,1
14856, Kirk ain't nothing but a bitch Love HipHop,offensive_lang,1
14857, Bruh every time a famous celebrity tweet something the 1st person to comment is some hoe talkin bout slap ya dick on me d ,offensive_lang,1
14858, Even at a young age these hoes ain't loyal ,offensive_lang,1
14859, If my girl get in a fight with your girl you better be ready to fade too cuz I'ma knock you out then go help my bitch stomp ,offensive_lang,1
14860, Lying ass bitch ,offensive_lang,1
14861, McDonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud ,offensive_lang,1
14862," Me You're a hoe
Hoe You wasn't saying that August 12 2014 at 7 22 PM
Me Well you're a hoe today on October 1st 2014 at ",offensive_lang,1
14863, When a bitch sneezes too close to you ,offensive_lang,1
14864, Your room bitch Tell me somethin dirty ,offensive_lang,1
14865, Never trust a y'all so cute ass bitch they just waiting to strike,offensive_lang,1
14866, Godiva Chocolate Dipped Oreos ,neither,2
14867, Kanye turned a hoe into a housewife and niggas said RIP good girls forever ,offensive_lang,1
14868, If her hands and feet dirty how can you tell if a girl pussy stink before actually gettin in her pan ,offensive_lang,1
14869, Marriage not for everyone Some bitches just want u to sleepover sometimes,offensive_lang,1
14870, This nigga tried to hate on me to a bitch and she told this cornball im that nigga ,offensive_lang,1
14871, i couldnt host 106 and park i'd fuck too many young bitches,offensive_lang,1
14872, my bitch a choosy lover,offensive_lang,1
14873, niggas tweet about wanting a good girl while giving hoes attention ALL day,offensive_lang,1
14874, oomf pussy probably taste like the Krabby patty secret formula ,offensive_lang,1
14875, bitch ya mom take it in the ass for the light bill bitch ,offensive_lang,1
14876, ya mom lick ass for Christmas gifts bitch lol,offensive_lang,1
14877, Chris brown got no chill button Why sell a bitch out on social media tho Like not even a subliminal buddy took time to ,offensive_lang,1
14878, Bitches are only moral when it comes to sex when it's convenient for them Otherwise they hoe th ,offensive_lang,1
14879, The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds ,neither,2
14880, you're not safe pussy boy looooool ,hate_speech,0
14881, Shy bladder group protests Rob Lowe DIRECTV ad ,neither,2
14882, Hahaha these niggas funny ask RT I bet I can pull at lease 3 bitches with them ,offensive_lang,1
14883, Best said by there's a storm brewing bitch lmao,offensive_lang,1
14884, And I aint got time for bitches gotta keep my mind on my mothafuckin riches,offensive_lang,1
14885, Wake up like fuck my life life's a bitch but she better fuck me right,offensive_lang,1
14886, if the purge come to my city ima be like bitch is active as shit ,offensive_lang,1
14887, All of Kate Upton's leaked nudes today more bitch lo ,neither,2
14888, Bunch of insecure bitches out here,offensive_lang,1
14889, Yo BCU band made UCF band look like trash,neither,2
14890, Niggas will fuck over a pretty girl w her head on right for a ho who only got 3 pair of good panties ,offensive_lang,1
14891, swag swag swag bitch moooob,offensive_lang,1
14892, the ghetto if UD wins tonight ,neither,2
14893, How you invite me over to fuck but I can smell yo pussy from across the room Man ain't that dinner she cook then bou ,offensive_lang,1
14894, How you gone wife a bitch that let niggas lick on her head in public ,offensive_lang,1
14895, Finding a female w o a hoe record is like tryna find a nigga w o a felony ,offensive_lang,1
14896, A bitch can look like a million dollars wit sum garbage ass pussy,offensive_lang,1
14897, I hate wen a bitch fart den be like uughh uuuu farted no bitch clearly u did ill let a mfa kno wen im fin to,offensive_lang,1
14898, I'm sorry but side bitches better than a wife in this era check the stats B lol ,offensive_lang,1
14899, Mariners said moms 21 and over get free ball caps on mothers day Basically all you young hoes with kids don't get one lol,offensive_lang,1
14900, Shawty said you not gone understand america unless you went to a PWI school crackers already brainwashed her smh lol,hate_speech,0
14901, Yawl chicks love being SIDE BITCHES bitches now days be having dreams aspirations of being a STEP MOM ,offensive_lang,1
14902, But only BBC the American version is trash,neither,2
14903, Karlie acting like she not a hoe She been wit 3 of the niggas on just this show plus two guest appear ,offensive_lang,1
14904, ion ask nobody for SHIT ever never have a problem doing shit fa people neither but damn can a bitch get a thank you ,offensive_lang,1
14905, is the voice behind Mustard on the beat hoe,offensive_lang,1
14906, This how all the hoes gonna be like tonight ,offensive_lang,1
14907, And I ain't trippin' on nothin' I'm dippin' on somethin' and my homeboy say he got a bad bitch for me tonight LilWay ,offensive_lang,1
14908, Even though a bird can fly it must land on earth ,neither,2
14909, Flappy birds cheat codes ,neither,2
14910, I know that's trash,neither,2
14911, Lmao I fucks with real talk them bitches know how to have FUN ,offensive_lang,1
14912, Damn I hate being a huge pussy ,offensive_lang,1
14913, had all the bitches on MySpace going nuts ,offensive_lang,1
14914, i live for street glory and I die for ghetto fame respect all fear none my pride is everything ,neither,2
14915, Oreo Cookie Pancakes FoodPorn ,neither,2
14916, Chunky girl seeks Studly man for nasty sex in my head I was like this bitch may have well emailed me directly for this s ,offensive_lang,1
14917, THIS SHIT IS LIKE 45 minutes away and it's 1 AM so clearly I am in desperate need of some pussy bruh So I pull up to this ,offensive_lang,1
14918, This bitch does so begrudgingly as fuck Was like man up you a big bad man crying like a bitch ,offensive_lang,1
14919, TVD and Theoriginals is the shows bad ass Vampires turn into spineless pussy's and little OOC bitches,offensive_lang,1
14920, Peek a boo bitch swag scare ya kids What's Tyga's worst bar TygaBars ,offensive_lang,1
14921, Apple your new iPhone software is shit maybe I'll sue u cunts request damages based on the pussy Ive missed out on b ,offensive_lang,1
14922, My boy is obviously gonna be slaying all the pussy tonight dressed as a ninja turtle ,offensive_lang,1
14923, Swiggety swag I love you too fag,offensive_lang,1
14924, Charlie Strong got down to the 53 man roster nearly as quickly as Texans did,neither,2
14925, You ever look at a bitch and just be like Bitch,offensive_lang,1
14926, Was just handed this on my flight Must be in good hands on this bird ,neither,2
14927, Basic bitches basic cable,offensive_lang,1
14928, A bird that courts females by building a beautiful nest with bright objects wildlife ,neither,2
14929, 20 rts I'll go down there and say fuck er right in the pussy ,offensive_lang,1
14930, Dumb bitches broke my tv went to wal mart fucked up Wokeup with a smart tv lol,offensive_lang,1
14931, Wisconsin IASIP nice work bitches ,offensive_lang,1
14932, highest score on flappy bird cant be beat ,neither,2
14933, I haven't slapped a bitch in two weeks,offensive_lang,1
14934, that movie was trash,neither,2
14935," Roses are red
Violets are blue
I just fucked yo bitch but nigga do you ",offensive_lang,1
14936, Making homemade pickles and working on a funny tweet about pussy I am going to make a great old lady ,offensive_lang,1
14937, Kobe That's why yo man want me hoe guy holding his face Omgod kobeshia shut up ,offensive_lang,1
14938, pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga with ,offensive_lang,1
14939, Today in 1996 Charlie Wilson left office Should be ranked alongside Lech Wałęsa for his role in defeating communism ,neither,2
14940, So this is the woman who was a bird then turned into a woman from the sky in Nigeria ,neither,2
14941, You're tweeting at the cringiest people in Darth here And Dana is our bitch lmao she follows our r ,offensive_lang,1
14942, The most ghetto bitches be pregnant a f smh poor kids ,offensive_lang,1
14943, That boss ass bitch song got basics thinking they're models lmao knowyourplace ,offensive_lang,1
14944, Aw damn Haven't hug a bitch in a while ,offensive_lang,1
14945, not all of us my nig I'm light skin with a dark skin mentality lol We all black,offensive_lang,1
14946, DEFINITION OF REAL Except you bruh you let bitch ass babidi turn on your niggas fam htt ,offensive_lang,1
14947, Dem hoes who swear their pussy priceless but u sell ass all day ,offensive_lang,1
14948, As a girlfriend you have to accept the fact hoes are gonna be all up in his face But as a boyfriend he better let them ,offensive_lang,1
14949, You can't be like Let me miss ya sometimes bitches take it overboard and shit I said give me time to miss yo ass not ,offensive_lang,1
14950, Will Coakley go 0 2 in can't lose races wow just wow Charlie Baker for Governor htt ,neither,2
14951, Honestly I kind of get offended when people ask me if my eyelashes are fake Fake eyelashes aren't this long bitches ,offensive_lang,1
14952, These hoes be dying for attention ,offensive_lang,1
14953, I want a baby but im young and retarded so no,offensive_lang,1
14954, Not the farewell tour's fault everyone but three players underachieved for the Yankees this year ,neither,2
14955, I love dez but right now he's trash right now weeden there's others that are open,offensive_lang,1
14956, Shermans all bark and no bite fuck that bitch,offensive_lang,1
14957, Get real fucking fight or don't play me I don't play with pussy ass niggas ,offensive_lang,1
14958, There is no cure for Ratchet It has to run its course in these bitches ,offensive_lang,1
14959, Go talk to your other hoes ,offensive_lang,1
14960, Colombia supporter reminds us the double bird is a universal language ,neither,2
14961, That awkward moment when you hold the door for someone and they use the door next to it Like bitch you better back th ,offensive_lang,1
14962, You value yourself because someone gave you a title I value myself because bitch I'm clutch I win ,offensive_lang,1
14963, All hoes are friendly Althea wants to say hi ,offensive_lang,1
14964, On the low They're really looking for the next bitch to smash,offensive_lang,1
14965, In some pussy Nah work is the best place to be in this weather ,offensive_lang,1
14966, Brees you need a black hoe who cheating on her man that work offshore that would fuck you while the baby in the bed w ,offensive_lang,1
14967, That outside dick keep dem hoes sick ,offensive_lang,1
14968, Team no hoes ,offensive_lang,1
14969, got all the bitches ,offensive_lang,1
14970, Anything said bout my moms b would of led to a bitch getting stone cold stunner,offensive_lang,1
14971, Aint got time for no mufuckin fake friends smoke weed fuck hoes nigga drank gin,offensive_lang,1
14972, wow Whatever Fuck all those assholes They're niggers they all look alike to me ,hate_speech,0
14973, Tell me how you really feel those little ISIS faggots usually have bags over their heads anyway ,hate_speech,0
14974, Fuckin ignorant ass niggas Don't dm me a video of you counting money n say why u so stuck up bitch ,offensive_lang,1
14975, looked like Princess Bella in that yellow dress ,neither,2
14976, They don't make R B like THIS anymore Dudes used to make you feel good about busting it wide open not call you a hoe ,offensive_lang,1
14977, Star Wars meets Charlie Brown ,neither,2
14978, A bitch is wearing a scarf today I loves me a scarf ,offensive_lang,1
14979, I know you're gonna stalk my tweets so just know that you're a dumb fucking bitch ,offensive_lang,1
14980, Making this first day my bitch,offensive_lang,1
14981, Feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent,offensive_lang,1
14982, I can't take any girl serious that refers to herself as a bitch or the guys she dates as these niggas ,offensive_lang,1
14983, I just fucked the life out this bitch ,offensive_lang,1
14984, so tony I think yr a rude little cunt and too too young to even know what real rock and rol ,hate_speech,0
14985, I don't support that ya idiot And if I'm a teabagger you're being teabagged OpenWide,hate_speech,0
14986, hey slim thats my girlfriend screaming in the trunk But i didn't slit her throat i just tied her up See i ain't like ,offensive_lang,1
14987, fuck a bitch we never loved a thot,offensive_lang,1
14988, Yung Berg trying to fuck all these hoes ,offensive_lang,1
14989, you're all pussies Only men throw whammers in their assholes,offensive_lang,1
14990, I play soccer cheat on girls and wear khaki coloured cargos haircut ,offensive_lang,1
14991, I want attention yet she's on twitter talking about getting somebodies dick wet tonight and what her tongue does deez hoes g ,offensive_lang,1
14992, Hoes really be having built up animosity towards you for no reason Like what's your problem bitch Fill me in cuz I'm lost ,offensive_lang,1
14993, How other mfs tell me gm Damn Near every mornin an my bitch don't even tell me Gm an she be wide TF awoke wtf type shit ,offensive_lang,1
14994, When my bitches call me daddy ,offensive_lang,1
14995, like you have to be borderline retarded not to see andre 3000's elite skill level for example Yep This go ,offensive_lang,1
14996, That pussy keep calling me gettin me in trouble,offensive_lang,1
14997, you could have helped Mellie you revolving door shaped head ho You aren't quiet when you're balls deep ,offensive_lang,1
14998, I've been at work chuckling at that time said not revealing your age keeps the pussy fresh ,offensive_lang,1
14999, Them hoes come them hoes go it's a revolving cycle ,offensive_lang,1
15000, If a nigga fuck my bitch dats on ha cat but ima leave yu alone fa being trifling,offensive_lang,1
15001, Ima catfish a bitch with fake arms,offensive_lang,1
15002, Y'all ever just been having a normal day and your mind plays a horrible trick on you and give you a whiff of some good pussy ,offensive_lang,1
15003, I be closing my eyes and shit sometimes so bitches be able to sneak a quick nipple lick in But she ain't going ham on me yo,offensive_lang,1
15004, If K Michelle was apart of Baltimore twitter she'd be one of them hoes saying she's celibate smh,offensive_lang,1
15005, I love money fuc a bitch I won't stress myself and I keep my mouth closed cuz I can ,offensive_lang,1
15006, Chi ain't no bitch then you got them Assyrian kings on California and Peterson ,offensive_lang,1
15007, U can't turn a hoe into a housewife hashtag tupac,offensive_lang,1
15008, Fuck candy Eat pussy ,offensive_lang,1
15009, Niggas always wanna talk about how God is against gays What about that pussy you was eating last night Ain't God ag ,hate_speech,0
15010, faints She has no idea how many of her resumes went straight to the trash ,neither,2
15011, Karma is a bitch ,offensive_lang,1
15012, You can't appreciate a woman if you're entertaining hoes ,offensive_lang,1
15013, You realize I m going to have to get out all those horror and other poems I wrote abo ,neither,2
15014, Gracias por jugar con el corazon ahora a ganarle a los Yankees ,neither,2
15015, Stop fuckin jail birds RT Niggas that's that serious about ass play scare me That shit so sus ,offensive_lang,1
15016, Hey Boy This half breed Chiricahua Apache is on YOUR ASS Eatmytazer ,offensive_lang,1
15017, Wow Such banana So potassium Much yellow ,neither,2
15018, Don't be afraid to let your feelings show Unless you're a bitch ,offensive_lang,1
15019, I wish someone would make a song about how these hoes ain't loyal,offensive_lang,1
15020, Teixeira on point tonight Yankees,neither,2
15021, this bitch lmao,offensive_lang,1
15022, Bitches Would Cheat on a nigga That give her everything she ask for and be loyal to shawty smh bitches ain't shit,offensive_lang,1
15023, You might have a lot of followers bitch but a third wants to just fuck you the second third would hate your personality ,offensive_lang,1
15024, I think if Biggie saw Kandi Burress today he would change his mind about not fuxing one of those ugly as Xscape bitches,offensive_lang,1
15025, Happy BLUBLOODS Friday Off to to sit down with the gang on CBS This Morning Join us in the 8 o'clock ho ,neither,2
15026, On set of BlueBloods Hoping there are no birds perched above me ,neither,2
15027, Having a bitch ain't goofy Having bitch dat ain't loyal is ,offensive_lang,1
15028, bitches be having reality twisted,offensive_lang,1
15029, I m assuming she got a cup on Her pussy got a bicep b wtf ,offensive_lang,1
15030, You was so eager to be a hoe you didn't even read twitpic a selfie wearing a leotard http ,offensive_lang,1
15031, same bitch talking abt you will be the only bitch in your face but ,offensive_lang,1
15032, This bitch just blew my high and I was high off all of these drugs ,offensive_lang,1
15033, my anaconda don't want none unless you defeat the Huns son ,neither,2
15034, Fasho you've been officially hired as my bitch,offensive_lang,1
15035, Mustard is yellow if my avi was big tits this would be an epic tweet ,offensive_lang,1
15036, What in the mother fuck is flappy bird ,offensive_lang,1
15037, Cant spell above and beyond without hoe,offensive_lang,1
15038, Getting bitches ,offensive_lang,1
15039, Atlanta Houston has so many trash drivers,neither,2
15040, You men are trash if your homeboy is cheating and you dont tell his wife girl and break up their family LOLNO,neither,2
15041, Chicks would get tired of Dr Dre calling them a bitch and go listen to Jodeci talk about how they'd give her their hous ,offensive_lang,1
15042, His jeans bluer denabitch Dont let him lie to you He's SICK how you know the pussy was't overrated ht ,offensive_lang,1
15043, I never knew it was possible to look like you were about to buy some pussy and still look cool while doing it until tha ,offensive_lang,1
15044, She from the D She might have some hoes on the stroll All jokes aside Dej loaf dress like Jerome h ,offensive_lang,1
15045, Tell Bubba in Alabama youre African and not black and he's gonna call you a nigger with an EXTRA hard ER ,offensive_lang,1
15046, Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs ,neither,2
15047, Niggas be like I got some hoes on the flo ,offensive_lang,1
15048, broke hoes 3 words OUT MY FACE,offensive_lang,1
15049, New Orleans in that bitch Serious,offensive_lang,1
15050, You bitches you aint shit I swear you think you poppin cause you instagram famous,offensive_lang,1
15051, 1 For male rap artist if you not talking about money bitches and drugs niggas don't wanna hear your shit,offensive_lang,1
15052, he plays for the Yankees right ,neither,2
15053, Just spent a good twenty mins trying to teach my bird the skyrim theme song Then I realized that he was a bird ,neither,2
15054, Idk but I think niggas that like getting head are gay bitch what ,offensive_lang,1
15055, Horrible Invader Zim was trash,hate_speech,0
15056, Drink some bleach bitch If it was you youda done the same thing TeamZimmerman ,offensive_lang,1
15057, But she a hoe tho right ,offensive_lang,1
15058, How to curve tf outta hoes ,offensive_lang,1
15059, Fuk being on some chill shit I go 0 to 100 hoes real quick ,offensive_lang,1
15060, A loyal girl really truly does come with a smart mouth and arguments Only a hoe will let you do as you please cause she ,offensive_lang,1
15061, wifey material doesn't come often so you better recognize when you have yourself a rider before you end up with a hoe,offensive_lang,1
15062, that fat bitch ruined everything fuck it though I was super burnt,offensive_lang,1
15063, But if I run into that niggah imma let you know ,offensive_lang,1
15064, Sike nah that bitch be havin me buggin,offensive_lang,1
15065, Them shits was dry as a bitch Had to ask for water and shit ,offensive_lang,1
15066, You prolly don't like me niggah I don't really give a fuck how you feel ,offensive_lang,1
15067, No shave November AKA the month I crush the most pussy Let the free muzzy rides begin baby ,offensive_lang,1
15068, 1st time eating pussy I thought I was supposed to literally eat it so I ended up biting her clit really hard We havent ,offensive_lang,1
15069, Hits Blunt If cats are afraid of water why does pussy get wet ' ,offensive_lang,1
15070, Dudes probably just think eating pussy is sucking on pussy lips lmaoo,offensive_lang,1
15071, not buying bitches vehicles,offensive_lang,1
15072, Lou Gehrig had 17 hand fractures in his career Played in 2 130 straight games IronHorse Yankees ,neither,2
15073, Mistakes are showing up late for work running red lights or even forgetting 2 take the trash out This here ain't 1 ,neither,2
15074, Polly want a cracker DumbTo ,neither,2
15075, Smash into windshields The birds do it The bees do it Coors Light drinkers do it You know what we'r ,neither,2
15076, You a hoe if you leaving a man's house right now with a costume on,offensive_lang,1
15077, Bulls still not winning the title with this bland ass offense Pau still a pussy No darkskin niggas in the starting line u ,offensive_lang,1
15078, I just want to fuck bitches and listen to Conway Twitty ,offensive_lang,1
15079, These hoes ain't loyal,offensive_lang,1
15080, If her pussy got over 10 body counts It's dead Pussies only have 9 lives ,offensive_lang,1
15081, Shoutout to your main bitch ,offensive_lang,1
15082, Put that pussy on me make me want nobody else ,offensive_lang,1
15083, I know all those Pacer fans who stayed clownin D Rose are all on mass suicide watch now Karma is a fat bitch wit a beard ,offensive_lang,1
15084, Can murder my pussy ,offensive_lang,1
15085, Mo Claiborne is so trash I can't say it enough fam ,neither,2
15086, Illegals bringing diseases across border Contagious patients separated from others by yellow tape pregnant teens http ,neither,2
15087, what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc ,hate_speech,0
15088, A strong black women is simply a bitch that wanna argue over every single thing,offensive_lang,1
15089, For the 1st time in the Tom Brady era the Patriots are in sole possession of last place in the AFC East ,neither,2
15090, If this ugly to you you either a gay nigga or a hating ass bitch ,offensive_lang,1
15091, To recap Dem Governor candidate in SC calls the GOP candidate a whore TX Dem Gov candidate mocks the GOP candidate s di ,offensive_lang,1
15092, Lil skinny bitch throw ha like a frito TecoRemix bol,offensive_lang,1
15093, I don't fuck with these hoes I don't fuck with niggas that's fuckin these hoes,hate_speech,0
15094, Up with the birds to fish on the Li River ,neither,2
